Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Marmota marmota,Alpine Marmot,0.1994,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220721_070000.wav
3.0,6.0,Marmota marmota,Alpine Marmot,0.3739,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220721_070000.wav
6.0,9.0,Marmota marmota,Alpine Marmot,0.1493,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220721_070000.wav
9.0,12.0,Marmota marmota,Alpine Marmot,0.1927,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220721_070000.wav
12.0,15.0,Marmota marmota,Alpine Marmot,0.3900,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220721_070000.wav
15.0,18.0,Marmota marmota,Alpine Marmot,0.1460,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220721_070000.wav
18.0,21.0,Marmota marmota,Alpine Marmot,0.4108,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220721_070000.wav
21.0,24.0,Marmota marmota,Alpine Marmot,0.1655,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220721_070000.wav
27.0,30.0,Marmota marmota,Alpine Marmot,0.1933,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220721_070000.wav
30.0,33.0,Marmota marmota,Alpine Marmot,0.1315,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220721_070000.wav
33.0,36.0,Marmota marmota,Alpine Marmot,0.1353,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220721_070000.wav
36.0,39.0,Marmota marmota,Alpine Marmot,0.1761,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220721_070000.wav
39.0,42.0,Marmota marmota,Alpine Marmot,0.1088,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220721_070000.wav
42.0,45.0,Marmota marmota,Alpine Marmot,0.2149,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220721_070000.wav
45.0,48.0,Marmota marmota,Alpine Marmot,0.2594,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220721_070000.wav
48.0,51.0,Marmota marmota,Alpine Marmot,0.1278,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220721_070000.wav
51.0,54.0,Marmota marmota,Alpine Marmot,0.1652,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220721_070000.wav
54.0,57.0,Marmota marmota,Alpine Marmot,0.1350,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220721_070000.wav
57.0,60.0,Marmota marmota,Alpine Marmot,0.1284,D:/ORCHAMP_SON_2022/recs\ARM3\ARM3_20220721_070000.wav
